Order ID,CustomerID,Amount,Profit,Quantity ordered new,Product Category,Product Sub-Category,Payment Mode,Order Date,Month,MonthName,DateInText,Customer Name,State or Province,City,Gender,Gender.1,Gender.2
88881,4663,79.9,-122.13300000000001,10,Technology,Telephones and Communication,Credit Card,2015-05-12,5,May,05/12/2015,Gwendolyn F Tyson,Minnesota,Prior Lake,F,0,FEMALE
86555,2583,4.13,-12.1555,1,Office Supplies,Binders and Binder Accessories,Credit Card,2015-05-12,5,May,05/12/2015,Gwendolyn F Tyson,Minnesota,Prior Lake,M,1,MALE
86556,8372,415.88,-269.0844,1,Office Supplies,Storage & Organization,Credit Card,2015-04-08,4,Apr,04/08/2015,Timothy Reese,New York,Smithtown,M,1,MALE
88645,6458,17.92,-566.0,4,Office Supplies,Appliances,Credit Card,2015-05-28,5,May,05/28/2015,Timothy Reese,New York,Smithtown,M,1,MALE
88644,2834,488.79,293.14,3,Office Supplies,Envelopes,Credit Card,2015-02-12,2,Feb,02/12/2015,Sarah Ramsey,New York,Syracuse,F,0,FEMALE
88644,8264,23.16,-6.61,2,Office Supplies,Envelopes,Credit Card,2015-02-12,2,Feb,02/12/2015,Sarah Ramsey,New York,Syracuse,M,1,MALE
88644,8363,671.88,-57.541000000000004,12,Technology,Telephones and Communication,Credit Card,2015-05-15,5,May,05/15/2015,Laurie Hanna,Montana,Helena,M,1,MALE
88646,4556,108.57,-266.22,7,Office Supplies,Storage & Organization,Credit Card,2015-05-21,5,May,05/21/2015,Jim Rodgers,Montana,Missoula,M,1,MALE
88644,5243,166.8,-67.59,12,Office Supplies,"Scissors, Rulers and Trimmers",Credit Card,2015-05-15,5,May,05/15/2015,Tony Wilkins Winters,New York,New York City,F,0,FEMALE
86307,5654,305.3,-239.8656,10,Office Supplies,Labels,Credit Card,2015-05-21,5,May,05/21/2015,Tony Wilkins Winters,New York,New York City,M,1,MALE
86307,2357,20.16,-53.444,12,Office Supplies,Pens & Art Supplies,Credit Card,2015-05-21,5,May,05/21/2015,Tony Wilkins Winters,New York,New York City,M,1,MALE
86309,7876,13.79,-22.12,1,Furniture,Office Furnishings,Credit Card,2015-01-28,1,Jan,01/28/2015,Edna Thomas,California,Laguna Niguel,M,1,MALE
86311,5265,710.64,484.84919999999994,18,Technology,Computer Peripherals,Credit Card,2015-01-28,1,Jan,01/28/2015,Edna Thomas,California,Laguna Niguel,F,0,FEMALE
86311,1573,66.60000000000001,18.0,18,Furniture,Office Furnishings,Credit Card,2015-05-02,5,May,05/02/2015,Guy Gallagher,California,Lakewood,M,1,MALE
86308,7356,22.799999999999997,15.2745,6,Office Supplies,Binders and Binder Accessories,Credit Card,2015-02-22,2,Feb,02/22/2015,Matthew Berman,Oregon,Grants Pass,M,1,MALE
86308,3445,39.900000000000006,26.5857,5,Office Supplies,Paper,Credit Card,2015-03-27,3,Mar,03/27/2015,Matthew Berman,Oregon,Grants Pass,M,1,MALE
86308,6735,5008.799999999999,-575.352,12,Furniture,Tables,Credit Card,2015-01-20,1,Jan,01/20/2015,Matthew Berman,Oregon,Grants Pass,F,0,FEMALE
86310,8845,123.12,-51.635,19,Office Supplies,Paper,Credit Card,2015-03-12,3,Mar,03/12/2015,Matthew Berman,Oregon,Grants Pass,M,1,MALE
87579,4568,32.400000000000006,-75.44,5,Office Supplies,Paper,Credit Card,2015-06-15,6,Jun,06/15/2015,Ricky Hensley,Oregon,Gresham,M,1,MALE
87020,2834,251.93,-120.934,7,Technology,Telephones and Communication,Credit Card,2015-02-12,2,Feb,02/12/2015,Sarah Ramsey,New York,Syracuse,F,0,FEMALE
28647,8264,5856.94,-1763.7477000000003,38,Furniture,Tables,Credit Card,2015-02-12,2,Feb,02/12/2015,Sarah Ramsey,New York,Syracuse,M,1,MALE
34882,8363,97.75999999999999,-15.0995,52,Office Supplies,Binders and Binder Accessories,Credit Card,2015-05-15,5,May,05/15/2015,Laurie Hanna,Montana,Helena,M,1,MALE
91144,4556,1541.3,-1763.7477000000003,10,Furniture,Tables,Credit Card,2015-05-21,5,May,05/21/2015,Jim Rodgers,Montana,Missoula,M,1,MALE
88198,5243,46.71,23.5428,3,Office Supplies,Envelopes,Credit Card,2015-05-15,5,May,05/15/2015,Tony Wilkins Winters,New York,New York City,F,0,FEMALE
88198,5654,271.57,-276.1128,13,Office Supplies,Storage & Organization,Credit Card,2015-05-21,5,May,05/21/2015,Tony Wilkins Winters,New York,New York City,M,1,MALE
88197,2357,71.92,-78.13,4,Technology,Computer Peripherals,Credit Card,2015-05-21,5,May,05/21/2015,Tony Wilkins Winters,New York,New York City,M,1,MALE
88198,7876,75.32,-64.67094,14,Office Supplies,Binders and Binder Accessories,Credit Card,2015-01-28,1,Jan,01/28/2015,Edna Thomas,California,Laguna Niguel,M,1,MALE
88198,5265,7.35,-11.113199999999999,1,Office Supplies,Paper,Credit Card,2015-01-28,1,Jan,01/28/2015,Edna Thomas,California,Laguna Niguel,F,0,FEMALE
88196,1573,198.79999999999998,107.02,14,Furniture,Office Furnishings,Credit Card,2015-05-02,5,May,05/02/2015,Guy Gallagher,California,Lakewood,M,1,MALE
91432,4663,34.4,18.42,5,Office Supplies,Paper,Credit Card,2015-05-12,5,May,05/12/2015,Gwendolyn F Tyson,Minnesota,Prior Lake,F,0,FEMALE
91432,2583,1175.94,349.47,6,Technology,Telephones and Communication,Credit Card,2015-05-12,5,May,05/12/2015,Gwendolyn F Tyson,Minnesota,Prior Lake,M,1,MALE
91433,8372,136.08,-226.34640000000002,21,Office Supplies,Paper,Credit Card,2015-04-08,4,Apr,04/08/2015,Timothy Reese,New York,Smithtown,M,1,MALE
91433,6458,111.98,-281.17584,2,Technology,Telephones and Communication,Credit Card,2015-05-28,5,May,05/28/2015,Timothy Reese,New York,Smithtown,M,1,MALE
90469,2834,9222.18,6610.2,22,Office Supplies,Storage & Organization,Credit Card,2015-02-12,2,Feb,02/12/2015,Sarah Ramsey,New York,Syracuse,F,0,FEMALE
89284,8264,24.96,-103.7124,12,Furniture,Office Furnishings,Credit Card,2015-02-12,2,Feb,02/12/2015,Sarah Ramsey,New York,Syracuse,M,1,MALE
89284,4556,2225.88,-124.2864,6,Office Supplies,Storage & Organization,Credit Card,2015-05-21,5,May,05/21/2015,Jim Rodgers,Montana,Missoula,M,1,MALE
87953,5243,1287.84,-229.68,8,Furniture,Bookcases,Credit Card,2015-05-15,5,May,05/15/2015,Tony Wilkins Winters,New York,New York City,F,0,FEMALE
87954,5654,593.91,288.09,9,Technology,Telephones and Communication,Credit Card,2015-05-21,5,May,05/21/2015,Tony Wilkins Winters,New York,New York City,M,1,MALE
87954,2357,1175.94,719.4767999999999,6,Technology,Telephones and Communication,Credit Card,2015-05-21,5,May,05/21/2015,Tony Wilkins Winters,New York,New York City,M,1,MALE
87952,7876,2132.73,1192.04,9,Furniture,Tables,Credit Card,2015-01-28,1,Jan,01/28/2015,Edna Thomas,California,Laguna Niguel,M,1,MALE
56452,5265,8056.98,1192.04,34,Furniture,Tables,Credit Card,2015-01-28,1,Jan,01/28/2015,Edna Thomas,California,Laguna Niguel,F,0,FEMALE
11077,1573,4829.4,-229.68,30,Furniture,Bookcases,Credit Card,2015-05-02,5,May,05/02/2015,Guy Gallagher,California,Lakewood,M,1,MALE
45380,7356,2243.66,288.09,34,Technology,Telephones and Communication,Credit Card,2015-02-22,2,Feb,02/22/2015,Matthew Berman,Oregon,Grants Pass,M,1,MALE
45380,3445,4703.76,1030.509,24,Technology,Telephones and Communication,Credit Card,2015-03-27,3,Mar,03/27/2015,Matthew Berman,Oregon,Grants Pass,M,1,MALE
90735,6735,828.0,261.444,16,Furniture,Office Furnishings,Credit Card,2015-01-20,1,Jan,01/20/2015,Matthew Berman,Oregon,Grants Pass,F,0,FEMALE
91365,8845,25.38,-10.36,1,Furniture,Office Furnishings,Credit Card,2015-03-12,3,Mar,03/12/2015,Matthew Berman,Oregon,Grants Pass,M,1,MALE
91366,4568,151.2,106.7499,40,Office Supplies,Rubber Bands,Credit Card,2015-06-15,6,Jun,06/15/2015,Ricky Hensley,Oregon,Gresham,M,1,MALE
91575,2834,191.88,-246.92615999999998,12,Office Supplies,Binders and Binder Accessories,Credit Card,2015-02-12,2,Feb,02/12/2015,Sarah Ramsey,New York,Syracuse,F,0,FEMALE
91576,8264,7047.84,4233.2588,8,Furniture,Bookcases,Credit Card,2015-02-12,2,Feb,02/12/2015,Sarah Ramsey,New York,Syracuse,M,1,MALE
91576,8363,147.4,102.76859999999999,11,Furniture,Office Furnishings,Credit Card,2015-05-15,5,May,05/15/2015,Laurie Hanna,Montana,Helena,M,1,MALE
91576,4556,191.88,-36.671544,12,Technology,Office Machines,Credit Card,2015-05-21,5,May,05/21/2015,Jim Rodgers,Montana,Missoula,M,1,MALE
91213,5243,25.02,20.6448,9,Office Supplies,Binders and Binder Accessories,Credit Card,2015-05-15,5,May,05/15/2015,Tony Wilkins Winters,New York,New York City,F,0,FEMALE
91212,5654,18.97,-24.2048,1,Office Supplies,Paper,Credit Card,2015-05-21,5,May,05/21/2015,Tony Wilkins Winters,New York,New York City,M,1,MALE
91212,2357,599.9499999999999,-126.05778,5,Technology,Office Machines,Credit Card,2015-05-21,5,May,05/21/2015,Tony Wilkins Winters,New York,New York City,M,1,MALE
90922,7876,247.86,10.802000000000001,17,Furniture,Office Furnishings,Credit Card,2015-01-28,1,Jan,01/28/2015,Edna Thomas,California,Laguna Niguel,M,1,MALE
88677,5265,204.48,-678.496,9,Furniture,Office Furnishings,Credit Card,2015-01-28,1,Jan,01/28/2015,Edna Thomas,California,Laguna Niguel,F,0,FEMALE
88678,1573,785.8799999999999,90.762,6,Furniture,Chairs & Chairmats,Credit Card,2015-05-02,5,May,05/02/2015,Guy Gallagher,California,Lakewood,M,1,MALE
88679,4666,50.27,-352.81399999999996,11,Office Supplies,Binders and Binder Accessories,Credit Card,2015-05-12,5,May,05/12/2015,Gwendolyn F Tyson,Minnesota,Prior Lake,M,1,MALE
22147,4663,840.64,70.028,37,Furniture,Office Furnishings,Credit Card,2015-05-12,5,May,05/12/2015,Gwendolyn F Tyson,Minnesota,Prior Lake,F,0,FEMALE
48257,2583,205.65,-124.28049999999999,45,Office Supplies,Binders and Binder Accessories,Credit Card,2015-05-12,5,May,05/12/2015,Gwendolyn F Tyson,Minnesota,Prior Lake,M,1,MALE
88475,8372,63.580000000000005,40.482299999999995,22,Office Supplies,Labels,Credit Card,2015-04-08,4,Apr,04/08/2015,Timothy Reese,New York,Smithtown,M,1,MALE
88475,6458,97.82,32.86,2,Office Supplies,Paper,Credit Card,2015-05-28,5,May,05/28/2015,Timothy Reese,New York,Smithtown,M,1,MALE
88474,2834,1480.9,-187.22199999999998,5,Furniture,Tables,Credit Card,2015-02-12,2,Feb,02/12/2015,Sarah Ramsey,New York,Syracuse,F,0,FEMALE
88173,8264,34.56,9.59,12,Office Supplies,Pens & Art Supplies,Credit Card,2015-02-12,2,Feb,02/12/2015,Sarah Ramsey,New York,Syracuse,M,1,MALE
88173,8363,391.98,-655.424,2,Technology,Telephones and Communication,Credit Card,2015-05-15,5,May,05/15/2015,Laurie Hanna,Montana,Helena,M,1,MALE
88174,4556,484.65000000000003,-7.580000000000041,3,Office Supplies,Storage & Organization,Credit Card,2015-05-21,5,May,05/21/2015,Jim Rodgers,Montana,Missoula,M,1,MALE
88889,5243,77.1,-109.70400000000001,5,Office Supplies,Storage & Organization,Credit Card,2015-05-15,5,May,05/15/2015,Tony Wilkins Winters,New York,New York City,F,0,FEMALE
88890,5654,7.9,-19.93,2,Office Supplies,Appliances,Credit Card,2015-05-21,5,May,05/21/2015,Tony Wilkins Winters,New York,New York City,M,1,MALE
88890,2357,6255.83,4568.6073,17,Office Supplies,Binders and Binder Accessories,Credit Card,2015-05-21,5,May,05/21/2015,Tony Wilkins Winters,New York,New York City,M,1,MALE
88890,7876,287.96999999999997,-258.225,3,Technology,Telephones and Communication,Credit Card,2015-01-28,1,Jan,01/28/2015,Edna Thomas,California,Laguna Niguel,M,1,MALE
87765,5265,70.68,38.06,4,Furniture,Office Furnishings,Credit Card,2015-01-28,1,Jan,01/28/2015,Edna Thomas,California,Laguna Niguel,F,0,FEMALE
88503,1573,2794.8,-207.28,10,Office Supplies,Storage & Organization,Credit Card,2015-05-02,5,May,05/02/2015,Guy Gallagher,California,Lakewood,M,1,MALE
88504,4663,20.9,-12.719000000000001,5,Office Supplies,Binders and Binder Accessories,Credit Card,2015-05-12,5,May,05/12/2015,Gwendolyn F Tyson,Minnesota,Prior Lake,F,0,FEMALE
88502,2583,17.0,-51.42,10,Technology,Computer Peripherals,Credit Card,2015-05-12,5,May,05/12/2015,Gwendolyn F Tyson,Minnesota,Prior Lake,M,1,MALE
89915,8372,51.84,-88.6,8,Office Supplies,Paper,Credit Card,2015-04-08,4,Apr,04/08/2015,Timothy Reese,New York,Smithtown,M,1,MALE
87811,6458,3506.86,2568.4628999999995,7,Furniture,Bookcases,Credit Card,2015-05-28,5,May,05/28/2015,Timothy Reese,New York,Smithtown,M,1,MALE
87812,2834,90.78,9.486,17,Office Supplies,Binders and Binder Accessories,Credit Card,2015-02-12,2,Feb,02/12/2015,Sarah Ramsey,New York,Syracuse,F,0,FEMALE
87812,8264,704.9,-263.65,5,Furniture,Bookcases,Credit Card,2015-02-12,2,Feb,02/12/2015,Sarah Ramsey,New York,Syracuse,M,1,MALE
87812,8363,2265.8900000000003,890.181,11,Technology,Telephones and Communication,Credit Card,2015-05-15,5,May,05/15/2015,Laurie Hanna,Montana,Helena,M,1,MALE
87813,4556,8315.279999999999,6095.860199999999,36,Furniture,Tables,Credit Card,2015-05-21,5,May,05/21/2015,Jim Rodgers,Montana,Missoula,M,1,MALE
89847,5243,81.19999999999999,-82.83,10,Technology,Computer Peripherals,Credit Card,2015-05-15,5,May,05/15/2015,Tony Wilkins Winters,New York,New York City,F,0,FEMALE
89847,5654,619.8,25.04,12,Furniture,Office Furnishings,Credit Card,2015-05-21,5,May,05/21/2015,Tony Wilkins Winters,New York,New York City,M,1,MALE
89848,2357,364.32,-580.32,9,Technology,Computer Peripherals,Credit Card,2015-05-21,5,May,05/21/2015,Tony Wilkins Winters,New York,New York City,M,1,MALE
89847,7876,1759.9,928.9607999999998,10,Technology,Telephones and Communication,Credit Card,2015-01-28,1,Jan,01/28/2015,Edna Thomas,California,Laguna Niguel,M,1,MALE
89849,5265,296.2,-131.61720000000003,20,Office Supplies,Appliances,Credit Card,2015-01-28,1,Jan,01/28/2015,Edna Thomas,California,Laguna Niguel,F,0,FEMALE
32869,1573,332.91999999999996,-82.83,41,Technology,Computer Peripherals,Credit Card,2015-05-02,5,May,05/02/2015,Guy Gallagher,California,Lakewood,M,1,MALE
32869,7356,2530.85,25.04,49,Furniture,Office Furnishings,Credit Card,2015-02-22,2,Feb,02/22/2015,Matthew Berman,Oregon,Grants Pass,M,1,MALE
32869,3445,6863.610000000001,930.9870000000001,39,Technology,Telephones and Communication,Credit Card,2015-03-27,3,Mar,03/27/2015,Matthew Berman,Oregon,Grants Pass,M,1,MALE
8994,6735,1457.28,-580.32,36,Technology,Computer Peripherals,Credit Card,2015-01-20,1,Jan,01/20/2015,Matthew Berman,Oregon,Grants Pass,F,0,FEMALE
53410,8845,1169.99,-253.11,79,Office Supplies,Appliances,Credit Card,2015-03-12,3,Mar,03/12/2015,Matthew Berman,Oregon,Grants Pass,M,1,MALE
44517,4568,26.400000000000002,-16.67,5,Office Supplies,Paper,Credit Card,2015-06-15,6,Jun,06/15/2015,Ricky Hensley,Oregon,Gresham,M,1,MALE
55392,2834,194.1,40.2,30,Office Supplies,Pens & Art Supplies,Credit Card,2015-02-12,2,Feb,02/12/2015,Sarah Ramsey,New York,Syracuse,F,0,FEMALE
55392,8264,167.56,3.21,59,Office Supplies,Pens & Art Supplies,Credit Card,2015-02-12,2,Feb,02/12/2015,Sarah Ramsey,New York,Syracuse,M,1,MALE
36647,8363,252.48,38.7,32,Office Supplies,Rubber Bands,Credit Card,2015-05-15,5,May,05/15/2015,Laurie Hanna,Montana,Helena,M,1,MALE
36647,4556,88.32000000000001,-21.91,24,Office Supplies,"Scissors, Rulers and Trimmers",Credit Card,2015-05-21,5,May,05/21/2015,Jim Rodgers,Montana,Missoula,M,1,MALE
36647,5243,262.17,-119.77,27,Office Supplies,Storage & Organization,Credit Card,2015-05-15,5,May,05/15/2015,Tony Wilkins Winters,New York,New York City,F,0,FEMALE
32420,5654,210.83999999999997,-168.72,42,Technology,Computer Peripherals,Credit Card,2015-05-21,5,May,05/21/2015,Tony Wilkins Winters,New York,New York City,M,1,MALE
32420,2357,6462.540000000001,-439.62,23,Furniture,Chairs & Chairmats,Credit Card,2015-05-21,5,May,05/21/2015,Tony Wilkins Winters,New York,New York City,M,1,MALE
3042,7876,374.88,15.42,88,Office Supplies,Pens & Art Supplies,Credit Card,2015-01-28,1,Jan,01/28/2015,Edna Thomas,California,Laguna Niguel,M,1,MALE
87980,5265,93.72,33.924,22,Office Supplies,Pens & Art Supplies,Credit Card,2015-01-28,1,Jan,01/28/2015,Edna Thomas,California,Laguna Niguel,F,0,FEMALE
87977,1573,5.28,-16.67,1,Office Supplies,Paper,Credit Card,2015-05-02,5,May,05/02/2015,Guy Gallagher,California,Lakewood,M,1,MALE
87979,4663,63.12,46.440000000000005,8,Office Supplies,Rubber Bands,Credit Card,2015-05-12,5,May,05/12/2015,Gwendolyn F Tyson,Minnesota,Prior Lake,F,0,FEMALE
87979,2583,22.080000000000002,-17.528,6,Office Supplies,"Scissors, Rulers and Trimmers",Credit Card,2015-05-12,5,May,05/12/2015,Gwendolyn F Tyson,Minnesota,Prior Lake,M,1,MALE
87979,8372,67.97,-95.816,7,Office Supplies,Storage & Organization,Credit Card,2015-04-08,4,Apr,04/08/2015,Timothy Reese,New York,Smithtown,M,1,MALE
87978,6458,42.599999999999994,3.852,15,Office Supplies,Pens & Art Supplies,Credit Card,2015-05-28,5,May,05/28/2015,Timothy Reese,New York,Smithtown,M,1,MALE
89344,2834,119.0,71.7356,14,Technology,Computer Peripherals,Credit Card,2015-02-12,2,Feb,02/12/2015,Sarah Ramsey,New York,Syracuse,F,0,FEMALE
89344,8264,190.86,-79.3208,2,Office Supplies,Storage & Organization,Credit Card,2015-02-12,2,Feb,02/12/2015,Sarah Ramsey,New York,Syracuse,M,1,MALE
91053,4556,63.84,24.095999999999997,6,Furniture,Office Furnishings,Credit Card,2015-05-21,5,May,05/21/2015,Jim Rodgers,Montana,Missoula,M,1,MALE
91053,5243,41.699999999999996,6.9719999999999995,15,Office Supplies,Pens & Art Supplies,Credit Card,2015-05-15,5,May,05/15/2015,Tony Wilkins Winters,New York,New York City,F,0,FEMALE
91054,5654,7.28,-24.246,1,Office Supplies,Paper,Credit Card,2015-05-21,5,May,05/21/2015,Tony Wilkins Winters,New York,New York City,M,1,MALE
90359,2357,125.99,-605.374,1,Technology,Telephones and Communication,Credit Card,2015-05-21,5,May,05/21/2015,Tony Wilkins Winters,New York,New York City,M,1,MALE
90359,7876,71.92,-99.55,4,Technology,Computer Peripherals,Credit Card,2015-01-28,1,Jan,01/28/2015,Edna Thomas,California,Laguna Niguel,M,1,MALE
90362,5265,1216.92,-801.1547999999999,12,Office Supplies,Storage & Organization,Credit Card,2015-01-28,1,Jan,01/28/2015,Edna Thomas,California,Laguna Niguel,F,0,FEMALE
90361,1573,2105.88,797.856,6,Furniture,Chairs & Chairmats,Credit Card,2015-05-02,5,May,05/02/2015,Guy Gallagher,California,Lakewood,M,1,MALE
90360,7356,576.48,422.4525,12,Office Supplies,Paper,Credit Card,2015-02-22,2,Feb,02/22/2015,Matthew Berman,Oregon,Grants Pass,M,1,MALE
90361,3445,283.92,-178.216,4,Furniture,Bookcases,Credit Card,2015-03-27,3,Mar,03/27/2015,Matthew Berman,Oregon,Grants Pass,M,1,MALE
90361,6735,412.2,-26.656,15,Technology,Computer Peripherals,Credit Card,2015-01-20,1,Jan,01/20/2015,Matthew Berman,Oregon,Grants Pass,F,0,FEMALE
87725,8845,59.98,-54.622,1,Office Supplies,Appliances,Credit Card,2015-03-12,3,Mar,03/12/2015,Matthew Berman,Oregon,Grants Pass,M,1,MALE
87725,4568,46.62,-126.81418000000001,9,Office Supplies,Binders and Binder Accessories,Credit Card,2015-06-15,6,Jun,06/15/2015,Ricky Hensley,Oregon,Gresham,M,1,MALE
87726,2834,1559.87,1400.1,13,Technology,Office Machines,Credit Card,2015-02-12,2,Feb,02/12/2015,Sarah Ramsey,New York,Syracuse,F,0,FEMALE
87727,8264,2519.7999999999997,916.6806000000001,20,Technology,Telephones and Communication,Credit Card,2015-02-12,2,Feb,02/12/2015,Sarah Ramsey,New York,Syracuse,M,1,MALE
87726,8363,347.37,67.59999999999992,3,Technology,Computer Peripherals,Credit Card,2015-05-15,5,May,05/15/2015,Laurie Hanna,Montana,Helena,M,1,MALE
91200,4556,277.5,-224.644,10,Office Supplies,Storage & Organization,Credit Card,2015-05-21,5,May,05/21/2015,Jim Rodgers,Montana,Missoula,M,1,MALE
91201,5243,392.93999999999994,14.76,3,Furniture,Bookcases,Credit Card,2015-05-15,5,May,05/15/2015,Tony Wilkins Winters,New York,New York City,F,0,FEMALE
90438,5654,2.61,10.85,1,Office Supplies,Labels,Credit Card,2015-05-21,5,May,05/21/2015,Tony Wilkins Winters,New York,New York City,M,1,MALE
90438,2357,139.7,97.66259999999998,22,Office Supplies,Paper,Credit Card,2015-05-21,5,May,05/21/2015,Tony Wilkins Winters,New York,New York City,M,1,MALE
90437,7876,875.0,-453.2,4,Furniture,Tables,Credit Card,2015-01-28,1,Jan,01/28/2015,Edna Thomas,California,Laguna Niguel,M,1,MALE
90439,5265,239.98,-207.679788,2,Technology,Office Machines,Credit Card,2015-01-28,1,Jan,01/28/2015,Edna Thomas,California,Laguna Niguel,F,0,FEMALE
90258,1573,37.94,-7.524400000000001,1,Office Supplies,Paper,Credit Card,2015-05-02,5,May,05/02/2015,Guy Gallagher,California,Lakewood,M,1,MALE
86639,4666,104.94999999999999,-92.96100000000001,5,Technology,Telephones and Communication,Credit Card,2015-05-12,5,May,05/12/2015,Gwendolyn F Tyson,Minnesota,Prior Lake,M,1,MALE
87525,4663,1511.8799999999999,613.89576,12,Technology,Telephones and Communication,Credit Card,2015-05-12,5,May,05/12/2015,Gwendolyn F Tyson,Minnesota,Prior Lake,F,0,FEMALE
86279,2583,349.58000000000004,232.28159999999997,11,Technology,Computer Peripherals,Credit Card,2015-05-12,5,May,05/12/2015,Gwendolyn F Tyson,Minnesota,Prior Lake,M,1,MALE
88667,8372,430.22,-45.07,14,Technology,Computer Peripherals,Credit Card,2015-04-08,4,Apr,04/08/2015,Timothy Reese,New York,Smithtown,M,1,MALE
88667,6458,43.68,-8.53,3,Office Supplies,Appliances,Credit Card,2015-05-28,5,May,05/28/2015,Timothy Reese,New York,Smithtown,M,1,MALE
88667,2834,1499.95,285.95,5,Technology,Copiers and Fax,Credit Card,2015-02-12,2,Feb,02/12/2015,Sarah Ramsey,New York,Syracuse,F,0,FEMALE
88666,8264,54.39,-209.25,7,Office Supplies,Appliances,Credit Card,2015-02-12,2,Feb,02/12/2015,Sarah Ramsey,New York,Syracuse,M,1,MALE
88666,8363,56.91,-9.163599999999999,3,Office Supplies,Paper,Credit Card,2015-05-15,5,May,05/15/2015,Laurie Hanna,Montana,Helena,M,1,MALE
88668,4556,48.72,12.706000000000017,12,Office Supplies,Appliances,Credit Card,2015-05-21,5,May,05/21/2015,Jim Rodgers,Montana,Missoula,M,1,MALE
88668,5243,351.13,7.7151600000000045,37,Technology,Office Machines,Credit Card,2015-05-15,5,May,05/15/2015,Tony Wilkins Winters,New York,New York City,F,0,FEMALE
90962,5654,278.08,192.5169,8,Office Supplies,Storage & Organization,Credit Card,2015-05-21,5,May,05/21/2015,Tony Wilkins Winters,New York,New York City,M,1,MALE
90961,2357,605.88,-134.912,6,Furniture,Bookcases,Credit Card,2015-05-21,5,May,05/21/2015,Tony Wilkins Winters,New York,New York City,M,1,MALE
91513,7876,75.06,-5.05,9,Office Supplies,Paper,Credit Card,2015-01-28,1,Jan,01/28/2015,Edna Thomas,California,Laguna Niguel,M,1,MALE
88753,5265,103.68,-204.16,16,Office Supplies,Paper,Credit Card,2015-01-28,1,Jan,01/28/2015,Edna Thomas,California,Laguna Niguel,F,0,FEMALE
86867,1573,77.39999999999999,-46.115,9,Office Supplies,Binders and Binder Accessories,Credit Card,2015-05-02,5,May,05/02/2015,Guy Gallagher,California,Lakewood,M,1,MALE
86869,4663,14.42,-20.104,1,Office Supplies,Appliances,Credit Card,2015-05-12,5,May,05/12/2015,Gwendolyn F Tyson,Minnesota,Prior Lake,F,0,FEMALE
86868,2583,18.22,-3.496,2,Office Supplies,Pens & Art Supplies,Credit Card,2015-05-12,5,May,05/12/2015,Gwendolyn F Tyson,Minnesota,Prior Lake,M,1,MALE
86868,8372,840.45,-717.072,13,Office Supplies,Storage & Organization,Credit Card,2015-04-08,4,Apr,04/08/2015,Timothy Reese,New York,Smithtown,M,1,MALE
86870,6458,51.84,-62.23,8,Office Supplies,Paper,Credit Card,2015-05-28,5,May,05/28/2015,Timothy Reese,New York,Smithtown,M,1,MALE
89909,2834,905.8799999999999,131.382,6,Furniture,Chairs & Chairmats,Credit Card,2015-02-12,2,Feb,02/12/2015,Sarah Ramsey,New York,Syracuse,F,0,FEMALE
89909,8264,339.36,-89.292,12,Office Supplies,Storage & Organization,Credit Card,2015-02-12,2,Feb,02/12/2015,Sarah Ramsey,New York,Syracuse,M,1,MALE
89909,8363,35.99,-211.036,1,Technology,Telephones and Communication,Credit Card,2015-05-15,5,May,05/15/2015,Laurie Hanna,Montana,Helena,M,1,MALE
89910,4556,560.78,-13.28,11,Technology,Computer Peripherals,Credit Card,2015-05-21,5,May,05/21/2015,Jim Rodgers,Montana,Missoula,M,1,MALE
89910,5243,123.12,-48.68,19,Office Supplies,Paper,Credit Card,2015-05-15,5,May,05/15/2015,Tony Wilkins Winters,New York,New York City,F,0,FEMALE
90048,5654,107.97,-184.548,3,Technology,Telephones and Communication,Credit Card,2015-05-21,5,May,05/21/2015,Tony Wilkins Winters,New York,New York City,M,1,MALE
40547,2357,9719.460000000001,1220.03784,54,Technology,Telephones and Communication,Credit Card,2015-05-21,5,May,05/21/2015,Tony Wilkins Winters,New York,New York City,M,1,MALE
90244,7876,5.84,-2.87,1,Office Supplies,Pens & Art Supplies,Credit Card,2015-01-28,1,Jan,01/28/2015,Edna Thomas,California,Laguna Niguel,M,1,MALE
89257,5265,81.12,4.3809,13,Furniture,Office Furnishings,Credit Card,2015-01-28,1,Jan,01/28/2015,Edna Thomas,California,Laguna Niguel,F,0,FEMALE
89257,1573,2087.84,-100.744,8,Furniture,Bookcases,Credit Card,2015-05-02,5,May,05/02/2015,Guy Gallagher,California,Lakewood,M,1,MALE
89258,7356,47.88,3.384000000000004,4,Office Supplies,Appliances,Credit Card,2015-02-22,2,Feb,02/22/2015,Matthew Berman,Oregon,Grants Pass,M,1,MALE
89259,3445,20.94,0.3460000000000001,3,Office Supplies,Paper,Credit Card,2015-03-27,3,Mar,03/27/2015,Matthew Berman,Oregon,Grants Pass,M,1,MALE
90271,6735,25.9,-17.654,5,Office Supplies,Paper,Credit Card,2015-01-20,1,Jan,01/20/2015,Matthew Berman,Oregon,Grants Pass,F,0,FEMALE
90270,8845,86.52,-13.826,6,Office Supplies,Appliances,Credit Card,2015-03-12,3,Mar,03/12/2015,Matthew Berman,Oregon,Grants Pass,M,1,MALE
89770,4568,128.26,-203.67000000000002,11,Office Supplies,Pens & Art Supplies,Credit Card,2015-06-15,6,Jun,06/15/2015,Ricky Hensley,Oregon,Gresham,M,1,MALE
